sample_numb,date,time,do_conc_mg_l,temp_c,loggerID,month,season
332,2021-09-22,14:35:00,9.3,16.5,20358775,9,fall
333,2021-09-22,14:40:00,9.3,16.5,20358775,9,fall
334,2021-09-22,14:45:00,9.31,16.5,20358775,9,fall
335,2021-09-22,14:50:00,9.3,16.5,20358775,9,fall
336,2021-09-22,14:55:00,9.29,16.5,20358775,9,fall
337,2021-09-22,15:00:00,9.29,16.5,20358775,9,fall
338,2021-09-22,15:05:00,9.29,16.5,20358775,9,fall
339,2021-09-22,15:10:00,9.26,16.52,20358775,9,fall
340,2021-09-22,15:15:00,9.27,16.5,20358775,9,fall
341,2021-09-22,15:20:00,9.27,16.48,20358775,9,fall
342,2021-09-22,15:25:00,9.29,16.46,20358775,9,fall
343,2021-09-22,15:30:00,9.26,16.48,20358775,9,fall
344,2021-09-22,15:35:00,9.25,16.46,20358775,9,fall
345,2021-09-22,15:40:00,9.26,16.44,20358775,9,fall
346,2021-09-22,15:45:00,9.25,16.42,20358775,9,fall
347,2021-09-22,15:50:00,9.27,16.4,20358775,9,fall
348,2021-09-22,15:55:00,9.25,16.38,20358775,9,fall
349,2021-09-22,16:00:00,9.27,16.36,20358775,9,fall
350,2021-09-22,16:05:00,9.29,16.36,20358775,9,fall
351,2021-09-22,16:10:00,9.3,16.34,20358775,9,fall
352,2021-09-22,16:15:00,9.27,16.36,20358775,9,fall
353,2021-09-22,16:20:00,9.32,16.46,20358775,9,fall
354,2021-09-22,16:25:00,9.34,16.52,20358775,9,fall
355,2021-09-22,16:30:00,9.34,16.56,20358775,9,fall
356,2021-09-22,16:35:00,9.22,16.58,20358775,9,fall
357,2021-09-22,16:40:00,9.22,16.54,20358775,9,fall
358,2021-09-22,16:45:00,9.22,16.54,20358775,9,fall
359,2021-09-22,16:50:00,9.2,16.52,20358775,9,fall
360,2021-09-22,16:55:00,9.2,16.46,20358775,9,fall
361,2021-09-22,17:00:00,9.22,16.4,20358775,9,fall
362,2021-09-22,17:05:00,9.22,16.36,20358775,9,fall
363,2021-09-22,17:10:00,9.26,16.36,20358775,9,fall
364,2021-09-22,17:15:00,9.27,16.36,20358775,9,fall
365,2021-09-22,17:20:00,9.31,16.36,20358775,9,fall
366,2021-09-22,17:25:00,9.38,16.4,20358775,9,fall
367,2021-09-22,17:30:00,9.37,16.4,20358775,9,fall
368,2021-09-22,17:35:00,9.36,16.4,20358775,9,fall
369,2021-09-22,17:40:00,9.32,16.38,20358775,9,fall
370,2021-09-22,17:45:00,9.27,16.34,20358775,9,fall
371,2021-09-22,17:50:00,9.26,16.32,20358775,9,fall
372,2021-09-22,17:55:00,9.25,16.3,20358775,9,fall
373,2021-09-22,18:00:00,9.2,16.26,20358775,9,fall
374,2021-09-22,18:05:00,9.19,16.22,20358775,9,fall
375,2021-09-22,18:10:00,9.2,16.2,20358775,9,fall
376,2021-09-22,18:15:00,9.2,16.18,20358775,9,fall
377,2021-09-22,18:20:00,9.22,16.18,20358775,9,fall
378,2021-09-22,18:25:00,9.2,16.18,20358775,9,fall
379,2021-09-22,18:30:00,9.2,16.18,20358775,9,fall
380,2021-09-22,18:35:00,9.19,16.16,20358775,9,fall
381,2021-09-22,18:40:00,9.22,16.16,20358775,9,fall
382,2021-09-22,18:45:00,9.22,16.14,20358775,9,fall
383,2021-09-22,18:50:00,9.22,16.14,20358775,9,fall
384,2021-09-22,18:55:00,9.22,16.12,20358775,9,fall
385,2021-09-22,19:00:00,9.22,16.1,20358775,9,fall
386,2021-09-22,19:05:00,9.23,16.1,20358775,9,fall
387,2021-09-22,19:10:00,9.2,16.08,20358775,9,fall
388,2021-09-22,19:15:00,9.2,16.06,20358775,9,fall
389,2021-09-22,19:20:00,9.18,16.06,20358775,9,fall
390,2021-09-22,19:25:00,9.16,16.04,20358775,9,fall
391,2021-09-22,19:30:00,9.17,16.04,20358775,9,fall
392,2021-09-22,19:35:00,9.19,16,20358775,9,fall
393,2021-09-22,19:40:00,9.18,16,20358775,9,fall
394,2021-09-22,19:45:00,9.17,16,20358775,9,fall
395,2021-09-22,19:50:00,9.17,15.98,20358775,9,fall
396,2021-09-22,19:55:00,9.17,15.96,20358775,9,fall
397,2021-09-22,20:00:00,9.15,15.96,20358775,9,fall
398,2021-09-22,20:05:00,9.13,15.94,20358775,9,fall
399,2021-09-22,20:10:00,9.13,15.92,20358775,9,fall
400,2021-09-22,20:15:00,9.1,15.9,20358775,9,fall
401,2021-09-22,20:20:00,9.09,15.88,20358775,9,fall
402,2021-09-22,20:25:00,9.02,15.86,20358775,9,fall
403,2021-09-22,20:30:00,9.06,15.84,20358775,9,fall
404,2021-09-22,20:35:00,9.01,15.8,20358775,9,fall
405,2021-09-22,20:40:00,9.01,15.78,20358775,9,fall
406,2021-09-22,20:45:00,9,15.76,20358775,9,fall
407,2021-09-22,20:50:00,9.09,15.76,20358775,9,fall
408,2021-09-22,20:55:00,9.09,15.76,20358775,9,fall
409,2021-09-22,21:00:00,9.03,15.74,20358775,9,fall
410,2021-09-22,21:05:00,9.02,15.72,20358775,9,fall
411,2021-09-22,21:10:00,9.06,15.7,20358775,9,fall
412,2021-09-22,21:15:00,9.08,15.7,20358775,9,fall
413,2021-09-22,21:20:00,9.15,15.68,20358775,9,fall
414,2021-09-22,21:25:00,9.13,15.66,20358775,9,fall
415,2021-09-22,21:30:00,9.15,15.7,20358775,9,fall
416,2021-09-22,21:35:00,9.23,15.78,20358775,9,fall
417,2021-09-22,21:40:00,9.2,15.86,20358775,9,fall
418,2021-09-22,21:45:00,9.23,15.92,20358775,9,fall
419,2021-09-22,21:50:00,9.25,15.98,20358775,9,fall
420,2021-09-22,21:55:00,9.24,16.02,20358775,9,fall
421,2021-09-22,22:00:00,9.25,16.04,20358775,9,fall
422,2021-09-22,22:05:00,9.24,16.06,20358775,9,fall
423,2021-09-22,22:10:00,9.24,16.06,20358775,9,fall
424,2021-09-22,22:15:00,9.24,16.06,20358775,9,fall
425,2021-09-22,22:20:00,9.25,16.06,20358775,9,fall
426,2021-09-22,22:25:00,9.25,16.08,20358775,9,fall
427,2021-09-22,22:30:00,9.25,16.08,20358775,9,fall
428,2021-09-22,22:35:00,9.26,16.1,20358775,9,fall
429,2021-09-22,22:40:00,9.25,16.1,20358775,9,fall
430,2021-09-22,22:45:00,9.24,16.08,20358775,9,fall
431,2021-09-22,22:50:00,9.24,16.08,20358775,9,fall
432,2021-09-22,22:55:00,9.24,16.08,20358775,9,fall
433,2021-09-22,23:00:00,9.24,16.06,20358775,9,fall
434,2021-09-22,23:05:00,9.24,16.06,20358775,9,fall
435,2021-09-22,23:10:00,9.2,16.04,20358775,9,fall
436,2021-09-22,23:15:00,9.23,16.02,20358775,9,fall
437,2021-09-22,23:20:00,9.23,16.02,20358775,9,fall
438,2021-09-22,23:25:00,9.23,16,20358775,9,fall
439,2021-09-22,23:30:00,9.23,15.98,20358775,9,fall
440,2021-09-22,23:35:00,9.18,15.98,20358775,9,fall
441,2021-09-22,23:40:00,9.2,15.96,20358775,9,fall
442,2021-09-22,23:45:00,9.19,15.94,20358775,9,fall
443,2021-09-22,23:50:00,9.2,15.94,20358775,9,fall
444,2021-09-22,23:55:00,9.13,15.92,20358775,9,fall
445,2021-09-23,00:00:00,9.19,15.9,20358775,9,fall
446,2021-09-23,00:05:00,9.18,15.88,20358775,9,fall
447,2021-09-23,00:10:00,9.17,15.86,20358775,9,fall
448,2021-09-23,00:15:00,9.16,15.84,20358775,9,fall
449,2021-09-23,00:20:00,9.11,15.82,20358775,9,fall
450,2021-09-23,00:25:00,9.03,15.84,20358775,9,fall
451,2021-09-23,00:30:00,9.06,15.88,20358775,9,fall
452,2021-09-23,00:35:00,9.19,15.92,20358775,9,fall
453,2021-09-23,00:40:00,9.09,15.92,20358775,9,fall
454,2021-09-23,00:45:00,9.22,15.92,20358775,9,fall
455,2021-09-23,00:50:00,9.16,15.94,20358775,9,fall
456,2021-09-23,00:55:00,9.1,15.94,20358775,9,fall
457,2021-09-23,01:00:00,9.13,15.96,20358775,9,fall
458,2021-09-23,01:05:00,9.04,15.94,20358775,9,fall
459,2021-09-23,01:10:00,9.16,15.9,20358775,9,fall
460,2021-09-23,01:15:00,9.23,15.84,20358775,9,fall
461,2021-09-23,01:20:00,9.24,15.82,20358775,9,fall
462,2021-09-23,01:25:00,9.25,15.82,20358775,9,fall
463,2021-09-23,01:30:00,9.25,15.8,20358775,9,fall
464,2021-09-23,01:35:00,9.25,15.82,20358775,9,fall
465,2021-09-23,01:40:00,9.23,15.86,20358775,9,fall
466,2021-09-23,01:45:00,9.23,15.88,20358775,9,fall
467,2021-09-23,01:50:00,9.23,15.9,20358775,9,fall
468,2021-09-23,01:55:00,9.23,15.92,20358775,9,fall
469,2021-09-23,02:00:00,9.22,15.94,20358775,9,fall
470,2021-09-23,02:05:00,9.22,15.94,20358775,9,fall
471,2021-09-23,02:10:00,9.22,15.96,20358775,9,fall
472,2021-09-23,02:15:00,9.23,15.96,20358775,9,fall
473,2021-09-23,02:20:00,9.22,15.96,20358775,9,fall
474,2021-09-23,02:25:00,9.23,15.96,20358775,9,fall
475,2021-09-23,02:30:00,9.22,15.96,20358775,9,fall
476,2021-09-23,02:35:00,9.23,15.96,20358775,9,fall
477,2021-09-23,02:40:00,9.22,15.94,20358775,9,fall
478,2021-09-23,02:45:00,9.23,15.92,20358775,9,fall
479,2021-09-23,02:50:00,9.22,15.92,20358775,9,fall
480,2021-09-23,02:55:00,9.2,15.92,20358775,9,fall
481,2021-09-23,03:00:00,9.19,15.9,20358775,9,fall
482,2021-09-23,03:05:00,9.2,15.88,20358775,9,fall
483,2021-09-23,03:10:00,9.12,15.84,20358775,9,fall
484,2021-09-23,03:15:00,9.2,15.8,20358775,9,fall
485,2021-09-23,03:20:00,9.22,15.82,20358775,9,fall
486,2021-09-23,03:25:00,9.2,15.82,20358775,9,fall
487,2021-09-23,03:30:00,9.2,15.82,20358775,9,fall
488,2021-09-23,03:35:00,9.18,15.8,20358775,9,fall
489,2021-09-23,03:40:00,9.18,15.82,20358775,9,fall
490,2021-09-23,03:45:00,9.18,15.84,20358775,9,fall
491,2021-09-23,03:50:00,9.17,15.86,20358775,9,fall
492,2021-09-23,03:55:00,9.17,15.86,20358775,9,fall
493,2021-09-23,04:00:00,9.17,15.88,20358775,9,fall
494,2021-09-23,04:05:00,9.16,15.88,20358775,9,fall
495,2021-09-23,04:10:00,9.17,15.9,20358775,9,fall
496,2021-09-23,04:15:00,9.17,15.9,20358775,9,fall
497,2021-09-23,04:20:00,9.17,15.92,20358775,9,fall
498,2021-09-23,04:25:00,9.16,15.92,20358775,9,fall
499,2021-09-23,04:30:00,9.16,15.92,20358775,9,fall
500,2021-09-23,04:35:00,9.16,15.92,20358775,9,fall
501,2021-09-23,04:40:00,9.15,15.92,20358775,9,fall
502,2021-09-23,04:45:00,9.17,15.9,20358775,9,fall
503,2021-09-23,04:50:00,9.16,15.9,20358775,9,fall
504,2021-09-23,04:55:00,9.15,15.88,20358775,9,fall
505,2021-09-23,05:00:00,9.16,15.88,20358775,9,fall
506,2021-09-23,05:05:00,9.16,15.86,20358775,9,fall
507,2021-09-23,05:10:00,9.15,15.86,20358775,9,fall
508,2021-09-23,05:15:00,9.15,15.84,20358775,9,fall
509,2021-09-23,05:20:00,9.16,15.84,20358775,9,fall
510,2021-09-23,05:25:00,9.16,15.86,20358775,9,fall
511,2021-09-23,05:30:00,9.15,15.84,20358775,9,fall
512,2021-09-23,05:35:00,9.17,15.84,20358775,9,fall
513,2021-09-23,05:40:00,9.17,15.86,20358775,9,fall
514,2021-09-23,05:45:00,9.16,15.86,20358775,9,fall
515,2021-09-23,05:50:00,9.16,15.86,20358775,9,fall
516,2021-09-23,05:55:00,9.15,15.84,20358775,9,fall
517,2021-09-23,06:00:00,9.15,15.82,20358775,9,fall
518,2021-09-23,06:05:00,9.15,15.82,20358775,9,fall
519,2021-09-23,06:10:00,9.15,15.82,20358775,9,fall
520,2021-09-23,06:15:00,9.15,15.8,20358775,9,fall
521,2021-09-23,06:20:00,9.15,15.8,20358775,9,fall
522,2021-09-23,06:25:00,9.16,15.82,20358775,9,fall
523,2021-09-23,06:30:00,9.16,15.82,20358775,9,fall
524,2021-09-23,06:35:00,9.15,15.82,20358775,9,fall
525,2021-09-23,06:40:00,9.16,15.8,20358775,9,fall
526,2021-09-23,06:45:00,9.15,15.8,20358775,9,fall
527,2021-09-23,06:50:00,9.16,15.8,20358775,9,fall
528,2021-09-23,06:55:00,9.17,15.8,20358775,9,fall
529,2021-09-23,07:00:00,9.17,15.8,20358775,9,fall
530,2021-09-23,07:05:00,9.17,15.82,20358775,9,fall
531,2021-09-23,07:10:00,9.17,15.84,20358775,9,fall
532,2021-09-23,07:15:00,9.16,15.88,20358775,9,fall
533,2021-09-23,07:20:00,9.17,15.9,20358775,9,fall
534,2021-09-23,07:25:00,9.16,15.9,20358775,9,fall
535,2021-09-23,07:30:00,9.16,15.88,20358775,9,fall
536,2021-09-23,07:35:00,9.17,15.92,20358775,9,fall
537,2021-09-23,07:40:00,9.17,15.94,20358775,9,fall
538,2021-09-23,07:45:00,9.16,15.96,20358775,9,fall
539,2021-09-23,07:50:00,9.17,15.96,20358775,9,fall
540,2021-09-23,07:55:00,9.16,16,20358775,9,fall
541,2021-09-23,08:00:00,9.17,16,20358775,9,fall
542,2021-09-23,08:05:00,9.18,16.02,20358775,9,fall
543,2021-09-23,08:10:00,9.18,16.04,20358775,9,fall
544,2021-09-23,08:15:00,9.18,16.06,20358775,9,fall
545,2021-09-23,08:20:00,9.19,16.08,20358775,9,fall
546,2021-09-23,08:25:00,9.19,16.12,20358775,9,fall
547,2021-09-23,08:30:00,9.38,16.3,20358775,9,fall
548,2021-09-23,08:35:00,9.26,16.82,20358775,9,fall
549,2021-09-23,08:40:00,9.22,17.06,20358775,9,fall
550,2021-09-23,08:45:00,9.19,17.28,20358775,9,fall
551,2021-09-23,08:50:00,9.17,17.5,20358775,9,fall
552,2021-09-23,08:55:00,9.13,17.7,20358775,9,fall
553,2021-09-23,09:00:00,9.1,17.9,20358775,9,fall
554,2021-09-23,09:05:00,9.05,18.08,20358775,9,fall
555,2021-09-23,09:10:00,9.02,18.24,20358775,9,fall
556,2021-09-23,09:15:00,9,18.4,20358775,9,fall
557,2021-09-23,09:20:00,8.97,18.54,20358775,9,fall
558,2021-09-23,09:25:00,8.94,18.68,20358775,9,fall
559,2021-09-23,09:30:00,8.9,18.8,20358775,9,fall
560,2021-09-23,09:35:00,8.87,18.92,20358775,9,fall
561,2021-09-23,09:40:00,8.86,19.02,20358775,9,fall
562,2021-09-23,09:45:00,8.83,19.14,20358775,9,fall
563,2021-09-23,09:50:00,8.8,19.22,20358775,9,fall
564,2021-09-23,09:55:00,8.79,19.32,20358775,9,fall
565,2021-09-23,10:00:00,8.76,19.4,20358775,9,fall
566,2021-09-23,10:05:00,8.75,19.48,20358775,9,fall
567,2021-09-23,10:10:00,8.73,19.56,20358775,9,fall
568,2021-09-23,10:15:00,8.72,19.62,20358775,9,fall
569,2021-09-23,10:20:00,8.69,19.68,20358775,9,fall
570,2021-09-23,10:25:00,8.68,19.74,20358775,9,fall
571,2021-09-23,10:30:00,8.65,19.92,20358775,9,fall
572,2021-09-23,10:35:00,8.61,20.08,20358775,9,fall
573,2021-09-23,10:38:34,NA,NA,20358775,9,fall
574,2021-09-23,10:38:38,NA,NA,20358775,9,fall
575,2021-09-23,10:38:40,NA,NA,20358775,9,fall
1,2021-09-21,11:00:00,9.38,16.92,21031760,9,fall
2,2021-09-21,11:05:00,9.37,16.96,21031760,9,fall
3,2021-09-21,11:10:00,9.4,16.96,21031760,9,fall
4,2021-09-21,11:15:00,9.4,16.98,21031760,9,fall
5,2021-09-21,11:20:00,9.38,17,21031760,9,fall
6,2021-09-21,11:25:00,9.43,17.04,21031760,9,fall
7,2021-09-21,11:30:00,9.45,17.06,21031760,9,fall
8,2021-09-21,11:35:00,9.47,17.14,21031760,9,fall
9,2021-09-21,11:40:00,9.47,17.18,21031760,9,fall
10,2021-09-21,11:45:00,9.45,17.22,21031760,9,fall
11,2021-09-21,11:50:00,9.47,17.26,21031760,9,fall
12,2021-09-21,11:55:00,9.45,17.28,21031760,9,fall
13,2021-09-21,12:00:00,9.44,17.3,21031760,9,fall
14,2021-09-21,12:05:00,9.45,17.3,21031760,9,fall
15,2021-09-21,12:10:00,9.48,17.36,21031760,9,fall
16,2021-09-21,12:15:00,9.48,17.44,21031760,9,fall
17,2021-09-21,12:20:00,9.5,17.48,21031760,9,fall
18,2021-09-21,12:25:00,9.56,17.54,21031760,9,fall
19,2021-09-21,12:30:00,9.55,17.58,21031760,9,fall
20,2021-09-21,12:35:00,9.55,17.64,21031760,9,fall
21,2021-09-21,12:40:00,9.52,17.7,21031760,9,fall
22,2021-09-21,12:45:00,9.5,17.64,21031760,9,fall
23,2021-09-21,12:50:00,9.53,17.64,21031760,9,fall
24,2021-09-21,12:55:00,9.52,17.72,21031760,9,fall
25,2021-09-21,13:00:00,9.5,17.82,21031760,9,fall
26,2021-09-21,13:05:00,9.47,17.84,21031760,9,fall
27,2021-09-21,13:10:00,9.5,17.84,21031760,9,fall
28,2021-09-21,13:15:00,9.51,17.84,21031760,9,fall
29,2021-09-21,13:20:00,9.49,17.84,21031760,9,fall
30,2021-09-21,13:25:00,9.51,17.82,21031760,9,fall
31,2021-09-21,13:30:00,9.51,17.8,21031760,9,fall
32,2021-09-21,13:35:00,9.55,17.78,21031760,9,fall
33,2021-09-21,13:40:00,9.55,17.78,21031760,9,fall
34,2021-09-21,13:45:00,9.56,17.78,21031760,9,fall
35,2021-09-21,13:50:00,9.52,17.78,21031760,9,fall
36,2021-09-21,13:55:00,9.47,17.74,21031760,9,fall
37,2021-09-21,14:00:00,9.53,17.72,21031760,9,fall
38,2021-09-21,14:05:00,9.57,17.76,21031760,9,fall
39,2021-09-21,14:10:00,9.52,17.72,21031760,9,fall
40,2021-09-21,14:15:00,9.55,17.72,21031760,9,fall
41,2021-09-21,14:20:00,9.55,17.7,21031760,9,fall
42,2021-09-21,14:25:00,9.5,17.68,21031760,9,fall
43,2021-09-21,14:30:00,9.27,17.68,21031760,9,fall
44,2021-09-21,14:35:00,9.3,17.56,21031760,9,fall
45,2021-09-21,14:40:00,9.35,17.42,21031760,9,fall
46,2021-09-21,14:45:00,9.53,17.46,21031760,9,fall
47,2021-09-21,14:50:00,9.41,17.46,21031760,9,fall
48,2021-09-21,14:55:00,9.55,17.46,21031760,9,fall
49,2021-09-21,15:00:00,9.58,17.5,21031760,9,fall
50,2021-09-21,15:05:00,9.58,17.48,21031760,9,fall
51,2021-09-21,15:10:00,9.6,17.5,21031760,9,fall
52,2021-09-21,15:15:00,9.6,17.5,21031760,9,fall
53,2021-09-21,15:20:00,9.63,17.48,21031760,9,fall
54,2021-09-21,15:25:00,9.62,17.46,21031760,9,fall
55,2021-09-21,15:30:00,9.56,17.42,21031760,9,fall
56,2021-09-21,15:35:00,9.45,17.36,21031760,9,fall
57,2021-09-21,15:40:00,9.41,17.32,21031760,9,fall
58,2021-09-21,15:45:00,9.49,17.3,21031760,9,fall
59,2021-09-21,15:50:00,9.49,17.32,21031760,9,fall
60,2021-09-21,15:55:00,9.38,17.28,21031760,9,fall
61,2021-09-21,16:00:00,9.43,17.26,21031760,9,fall
62,2021-09-21,16:05:00,9.38,17.18,21031760,9,fall
63,2021-09-21,16:10:00,9.41,17.16,21031760,9,fall
64,2021-09-21,16:15:00,9.34,17.18,21031760,9,fall
65,2021-09-21,16:20:00,9.34,17.08,21031760,9,fall
66,2021-09-21,16:25:00,9.34,16.96,21031760,9,fall
67,2021-09-21,16:30:00,9.36,16.9,21031760,9,fall
68,2021-09-21,16:35:00,9.36,16.84,21031760,9,fall
69,2021-09-21,16:40:00,9.36,16.82,21031760,9,fall
70,2021-09-21,16:45:00,9.36,16.8,21031760,9,fall
71,2021-09-21,16:50:00,9.34,16.84,21031760,9,fall
72,2021-09-21,16:55:00,9.33,16.84,21031760,9,fall
73,2021-09-21,17:00:00,9.32,16.82,21031760,9,fall
74,2021-09-21,17:05:00,9.32,16.84,21031760,9,fall
75,2021-09-21,17:10:00,9.32,16.8,21031760,9,fall
76,2021-09-21,17:15:00,9.32,16.8,21031760,9,fall
77,2021-09-21,17:20:00,9.28,16.78,21031760,9,fall
78,2021-09-21,17:25:00,9.24,16.76,21031760,9,fall
79,2021-09-21,17:30:00,9.29,16.74,21031760,9,fall
80,2021-09-21,17:35:00,9.32,16.7,21031760,9,fall
81,2021-09-21,17:40:00,9.28,16.66,21031760,9,fall
82,2021-09-21,17:45:00,9.28,16.64,21031760,9,fall
83,2021-09-21,17:50:00,9.27,16.62,21031760,9,fall
84,2021-09-21,17:55:00,9.27,16.6,21031760,9,fall
85,2021-09-21,18:00:00,9.28,16.6,21031760,9,fall
86,2021-09-21,18:05:00,9.28,16.58,21031760,9,fall
87,2021-09-21,18:10:00,9.34,16.56,21031760,9,fall
88,2021-09-21,18:15:00,9.34,16.56,21031760,9,fall
89,2021-09-21,18:20:00,9.35,16.54,21031760,9,fall
90,2021-09-21,18:25:00,9.33,16.52,21031760,9,fall
91,2021-09-21,18:30:00,9.33,16.48,21031760,9,fall
92,2021-09-21,18:35:00,9.32,16.44,21031760,9,fall
93,2021-09-21,18:40:00,9.33,16.42,21031760,9,fall
94,2021-09-21,18:45:00,9.32,16.42,21031760,9,fall
95,2021-09-21,18:50:00,9.34,16.4,21031760,9,fall
96,2021-09-21,18:55:00,9.34,16.38,21031760,9,fall
97,2021-09-21,19:00:00,9.35,16.38,21031760,9,fall
98,2021-09-21,19:05:00,9.33,16.36,21031760,9,fall
99,2021-09-21,19:10:00,9.33,16.34,21031760,9,fall
100,2021-09-21,19:15:00,9.34,16.3,21031760,9,fall
101,2021-09-21,19:20:00,9.3,16.3,21031760,9,fall
102,2021-09-21,19:25:00,9.29,16.28,21031760,9,fall
103,2021-09-21,19:30:00,9.3,16.26,21031760,9,fall
104,2021-09-21,19:35:00,9.3,16.24,21031760,9,fall
105,2021-09-21,19:40:00,9.29,16.22,21031760,9,fall
106,2021-09-21,19:45:00,9.29,16.2,21031760,9,fall
107,2021-09-21,19:50:00,9.27,16.18,21031760,9,fall
108,2021-09-21,19:55:00,9.27,16.16,21031760,9,fall
109,2021-09-21,20:00:00,9.29,16.12,21031760,9,fall
110,2021-09-21,20:05:00,9.28,16.1,21031760,9,fall
111,2021-09-21,20:10:00,9.29,16.06,21031760,9,fall
112,2021-09-21,20:15:00,9.3,16.04,21031760,9,fall
113,2021-09-21,20:20:00,9.28,16.02,21031760,9,fall
114,2021-09-21,20:25:00,9.3,16,21031760,9,fall
115,2021-09-21,20:30:00,9.32,15.96,21031760,9,fall
116,2021-09-21,20:35:00,9.3,15.94,21031760,9,fall
117,2021-09-21,20:40:00,9.29,15.94,21031760,9,fall
118,2021-09-21,20:45:00,9.27,15.92,21031760,9,fall
119,2021-09-21,20:50:00,9.28,15.9,21031760,9,fall
120,2021-09-21,20:55:00,9.18,15.88,21031760,9,fall
121,2021-09-21,21:00:00,9.11,15.82,21031760,9,fall
122,2021-09-21,21:05:00,9.22,15.9,21031760,9,fall
123,2021-09-21,21:10:00,9.22,15.98,21031760,9,fall
124,2021-09-21,21:15:00,9.22,16,21031760,9,fall
125,2021-09-21,21:20:00,9.21,16.04,21031760,9,fall
126,2021-09-21,21:25:00,9.2,16.04,21031760,9,fall
127,2021-09-21,21:30:00,9.2,16.02,21031760,9,fall
128,2021-09-21,21:35:00,9.19,16.02,21031760,9,fall
129,2021-09-21,21:40:00,9.2,16,21031760,9,fall
130,2021-09-21,21:45:00,9.19,15.98,21031760,9,fall
131,2021-09-21,21:50:00,9.19,15.98,21031760,9,fall
132,2021-09-21,21:55:00,9.2,16.02,21031760,9,fall
133,2021-09-21,22:00:00,9.19,16,21031760,9,fall
134,2021-09-21,22:05:00,9.18,15.98,21031760,9,fall
135,2021-09-21,22:10:00,9.19,15.94,21031760,9,fall
136,2021-09-21,22:15:00,9.19,15.9,21031760,9,fall
137,2021-09-21,22:20:00,9.19,15.88,21031760,9,fall
138,2021-09-21,22:25:00,9.2,15.84,21031760,9,fall
139,2021-09-21,22:30:00,9.2,15.92,21031760,9,fall
140,2021-09-21,22:35:00,9.19,15.92,21031760,9,fall
141,2021-09-21,22:40:00,9.15,15.88,21031760,9,fall
142,2021-09-21,22:45:00,9.2,15.84,21031760,9,fall
143,2021-09-21,22:50:00,9.2,15.88,21031760,9,fall
144,2021-09-21,22:55:00,9.2,15.92,21031760,9,fall
145,2021-09-21,23:00:00,9.19,15.94,21031760,9,fall
146,2021-09-21,23:05:00,9.18,15.92,21031760,9,fall
147,2021-09-21,23:10:00,9.17,15.9,21031760,9,fall
148,2021-09-21,23:15:00,9.19,15.84,21031760,9,fall
149,2021-09-21,23:20:00,9.21,15.9,21031760,9,fall
150,2021-09-21,23:25:00,9.2,15.94,21031760,9,fall
151,2021-09-21,23:30:00,9.19,15.96,21031760,9,fall
152,2021-09-21,23:35:00,9.19,15.94,21031760,9,fall
153,2021-09-21,23:40:00,9.18,15.92,21031760,9,fall
154,2021-09-21,23:45:00,9.19,15.94,21031760,9,fall
155,2021-09-21,23:50:00,9.18,15.96,21031760,9,fall
156,2021-09-21,23:55:00,9.15,15.96,21031760,9,fall
157,2021-09-22,00:00:00,9.17,15.94,21031760,9,fall
158,2021-09-22,00:05:00,9.18,15.92,21031760,9,fall
159,2021-09-22,00:10:00,9.17,15.88,21031760,9,fall
160,2021-09-22,00:15:00,9.17,15.86,21031760,9,fall
161,2021-09-22,00:20:00,9.19,15.88,21031760,9,fall
162,2021-09-22,00:25:00,9.18,15.86,21031760,9,fall
163,2021-09-22,00:30:00,9.18,15.84,21031760,9,fall
164,2021-09-22,00:35:00,9.18,15.82,21031760,9,fall
165,2021-09-22,00:40:00,9.19,15.84,21031760,9,fall
166,2021-09-22,00:45:00,9.17,15.86,21031760,9,fall
167,2021-09-22,00:50:00,9.17,15.84,21031760,9,fall
168,2021-09-22,00:55:00,9.17,15.82,21031760,9,fall
169,2021-09-22,01:00:00,9.17,15.8,21031760,9,fall
170,2021-09-22,01:05:00,9.15,15.76,21031760,9,fall
171,2021-09-22,01:10:00,9.18,15.72,21031760,9,fall
172,2021-09-22,01:15:00,9.18,15.74,21031760,9,fall
173,2021-09-22,01:20:00,9.17,15.76,21031760,9,fall
174,2021-09-22,01:25:00,9.15,15.74,21031760,9,fall
175,2021-09-22,01:30:00,9.18,15.72,21031760,9,fall
176,2021-09-22,01:35:00,9.19,15.74,21031760,9,fall
177,2021-09-22,01:40:00,9.19,15.76,21031760,9,fall
178,2021-09-22,01:45:00,9.18,15.76,21031760,9,fall
179,2021-09-22,01:50:00,9.19,15.76,21031760,9,fall
180,2021-09-22,01:55:00,9.15,15.74,21031760,9,fall
181,2021-09-22,02:00:00,9.18,15.76,21031760,9,fall
182,2021-09-22,02:05:00,9.17,15.78,21031760,9,fall
183,2021-09-22,02:10:00,9.15,15.76,21031760,9,fall
184,2021-09-22,02:15:00,9.15,15.72,21031760,9,fall
185,2021-09-22,02:20:00,9.19,15.68,21031760,9,fall
186,2021-09-22,02:25:00,9.17,15.78,21031760,9,fall
187,2021-09-22,02:30:00,9.15,15.82,21031760,9,fall
188,2021-09-22,02:35:00,9.15,15.82,21031760,9,fall
189,2021-09-22,02:40:00,9.15,15.8,21031760,9,fall
190,2021-09-22,02:45:00,9.15,15.8,21031760,9,fall
191,2021-09-22,02:50:00,9.15,15.78,21031760,9,fall
192,2021-09-22,02:55:00,9.17,15.8,21031760,9,fall
193,2021-09-22,03:00:00,9.14,15.8,21031760,9,fall
